EmployeeID,BenefitID,UsageFrequency,LastUsedDate
820,25,3,2024-04-03
4213,3,2,2023-09-22
1442,12,9,2023-08-07
4890,20,0,2023-12-09
2478,11,0,2024-02-08
3427,11,0,2024-05-31
1778,30,3,2023-09-05
3553,4,6,2024-05-11
3394,15,5,2024-04-25
3163,3,2,2024-01-27
3518,27,0,2023-10-19
2234,8,0,2024-02-23
163,16,5,2024-06-13
1941,13,2,2023-08-25
1041,16,5,2024-05-17
3964,1,2,2024-05-27
3071,8,6,2024-02-13
1427,4,2,2023-11-27
4331,27,6,2023-10-15
2479,28,0,2024-02-10
3178,20,6,2023-11-28
1151,20,2,2024-07-14
1154,28,0,2023-12-04
730,18,2,2024-07-10
1601,3,4,2024-05-30
867,21,1,2023-10-03
3636,18,9,2024-07-14
3705,11,5,2024-01-30
4573,13,5,2023-12-27
4026,9,0,2023-09-27
959,20,7,2024-04-04
2979,12,0,2024-07-09
989,15,10,2023-09-28
2673,26,0,2023-12-12
3204,27,0,2024-01-26
920,10,5,2024-05-26
4436,28,5,2024-06-17
2228,2,0,2023-10-15
3818,5,7,2024-05-21
3906,11,0,2023-12-13
3605,14,7,2023-10-26
471,19,1,2023-12-24
2114,5,1,2023-10-11
507,20,1,2024-01-16
1611,14,5,2024-04-11
461,7,3,2023-09-10
2639,6,3,2024-04-29
4284,6,0,2024-07-29
1722,5,4,2023-09-29
3503,16,3,2024-07-10
2529,7,9,2024-01-08
4390,23,5,2024-06-16
2989,20,4,2024-01-19
4969,15,8,2024-03-15
3819,14,0,2024-03-17
2966,17,9,2023-11-13
4716,5,0,2024-03-07
2210,8,3,2024-04-30
3335,7,2,2024-06-07
1447,17,3,2024-03-02
630,15,7,2023-10-31
3582,12,8,2024-03-08
2806,20,5,2024-06-16
2844,7,4,2023-08-10
3026,26,0,2023-11-11
4655,17,4,2023-09-04
4117,25,4,2023-12-28
4972,9,3,2024-07-26
1929,26,6,2023-10-28
4971,19,5,2023-10-18
1233,17,1,2024-06-17
2267,4,2,2023-08-18
1675,23,7,2023-12-06
2452,30,0,2024-07-11
2558,29,3,2023-08-28
973,9,0,2024-05-15
584,12,0,2024-06-18
272,19,2,2024-06-04
3190,5,1,2023-12-31
1169,18,10,2024-05-03
2956,16,0,2024-05-14
2534,1,9,2023-10-13
3032,6,5,2023-09-18
3973,21,5,2023-09-26
162,7,1,2023-10-10
3784,14,1,2023-09-26
1897,2,10,2023-11-26
3618,19,7,2023-11-29
4002,11,0,2024-03-29
4,19,0,2024-07-07
2897,25,7,2023-09-03
807,20,7,2024-07-10
190,16,0,2023-12-11
1872,9,9,2023-11-11
3344,4,1,2024-05-26
343,9,0,2024-06-07
513,16,0,2024-02-26
1253,19,0,2024-05-19
432,19,0,2024-04-13
2603,3,5,2023-12-17
1726,20,0,2023-08-24
1470,19,5,2023-10-26
367,3,6,2023-10-28
768,10,2,2024-05-08
3652,6,4,2024-04-19
450,23,1,2024-02-17
3033,11,0,2024-06-06
3946,17,0,2024-05-02
229,9,4,2023-12-04
4052,12,3,2024-02-19
2400,11,1,2024-06-02
4458,10,0,2024-06-02
3131,8,0,2023-08-30
2013,25,8,2024-04-17
4572,18,8,2023-08-17
3395,11,0,2023-09-28
345,7,5,2023-09-22
4600,7,6,2024-01-04
4581,5,1,2023-10-13
1708,2,0,2024-05-29
402,13,4,2023-12-17
2087,22,8,2024-03-25
2155,26,4,2023-11-16
1650,12,4,2023-09-05
4637,8,8,2024-03-10
2382,30,9,2024-01-27
3976,22,3,2023-11-05
1593,7,0,2024-01-22
1915,30,5,2024-03-07
348,25,5,2023-11-13
3719,4,3,2023-11-26
1245,27,10,2023-09-30
4353,6,0,2024-05-15
3137,22,0,2023-08-12
3554,22,0,2024-01-28
1352,8,0,2024-06-30
3082,15,10,2024-07-11
4269,4,5,2024-02-03
224,18,6,2024-04-02
498,5,9,2023-10-02
1930,30,3,2024-07-16
1975,29,2,2024-07-27
4729,22,3,2024-03-27
52,25,5,2024-05-26
2916,15,4,2023-09-21
2593,8,6,2023-08-08
3466,10,0,2024-06-30
523,29,0,2023-12-20
1551,12,1,2023-12-15
3698,23,0,2024-05-11
3201,8,4,2024-08-03
4634,23,2,2024-03-07
2509,26,0,2024-01-16
1285,8,3,2024-01-19
2150,20,0,2024-04-18
1848,3,2,2024-06-12
2827,20,0,2024-06-25
2628,1,4,2024-03-23
4928,21,0,2024-06-15
1567,20,5,2024-06-24
3927,5,3,2024-03-21
3083,20,0,2023-12-02
2786,8,4,2024-06-03
735,1,2,2023-10-19
3939,8,0,2024-02-03
4258,6,2,2024-03-08
2622,27,0,2024-07-09
2421,18,5,2024-08-01
1459,23,1,2024-01-19
3189,13,3,2024-06-17
4710,23,0,2023-12-20
4566,12,3,2023-09-18
2714,24,0,2023-09-02
602,1,5,2024-03-03
917,21,5,2024-06-02
2984,22,1,2024-06-09
2525,18,7,2023-08-10
4025,20,0,2024-06-13
3659,9,0,2024-03-18
859,26,5,2023-12-09
4501,28,10,2024-07-07
115,7,5,2024-04-30
1394,4,5,2024-03-11
3704,15,1,2024-01-29
448,5,1,2023-09-07
2058,24,8,2024-03-19
4891,17,0,2024-06-23
610,1,10,2024-03-05
1711,6,0,2023-09-07
2248,4,5,2023-09-22
1881,21,3,2023-08-27
4164,25,0,2024-01-12
1231,30,5,2024-03-02
4895,15,0,2024-06-05
2799,27,7,2023-12-27
2677,12,8,2024-06-18
938,5,2,2023-11-09
3796,2,4,2023-12-07
4046,25,4,2023-12-16
1734,7,5,2024-02-29
1481,6,1,2023-10-30
3826,13,2,2024-04-08
4363,20,4,2023-10-16
968,29,0,2024-02-29
2341,14,0,2023-09-16
1704,7,1,2023-11-06
4728,29,5,2024-03-08
4602,6,4,2024-01-07
3011,13,9,2023-11-22
3259,6,0,2023-09-12
1402,20,9,2024-06-25
2672,28,4,2024-07-18
4780,29,5,2023-11-16
2490,28,1,2024-03-19
2446,16,1,2023-10-14
1705,25,2,2024-08-01
1606,25,2,2023-08-17
4552,30,5,2023-09-19
1437,12,10,2023-08-13
2393,25,3,2024-07-20
4452,14,9,2024-03-11
4078,14,2,2024-02-09
2934,29,4,2024-04-22
4069,16,5,2024-07-13
2635,4,3,2024-07-15
2993,27,0,2024-03-23
3801,20,5,2024-05-31
4761,14,9,2024-06-20
2762,3,0,2023-11-01
4800,21,0,2024-07-31
1126,28,10,2023-09-24
2715,14,3,2024-07-10
23,10,8,2023-11-25
3480,9,1,2024-01-12
4093,20,1,2024-01-02
4469,2,6,2023-10-26
2453,23,2,2023-10-21
56,23,9,2023-10-16
3193,8,3,2024-04-17
1504,17,1,2023-10-09
2423,4,2,2023-08-21
3807,11,0,2024-07-09
1334,1,4,2024-07-30
1294,6,1,2023-10-10
901,6,6,2023-09-13
1837,18,0,2023-10-30
4759,27,5,2024-07-17
2308,9,5,2024-01-05
3132,29,7,2024-05-12
4036,13,0,2024-04-02
786,29,8,2023-11-20
4191,15,0,2024-07-18
3861,21,0,2024-06-01
800,5,5,2023-09-22
2694,9,1,2024-01-14
4591,20,0,2024-01-19
4475,11,0,2024-02-16
1860,11,3,2024-07-08
2403,19,4,2024-06-11
4940,22,4,2024-07-14
546,14,4,2024-06-01
1826,12,9,2024-01-15
4916,23,1,2023-10-10
1094,18,5,2024-05-23
2636,3,0,2023-12-09
58,19,5,2024-02-16
539,18,0,2024-03-22
2474,25,4,2023-11-18
2044,25,0,2024-06-09
652,10,8,2024-06-29
3468,8,0,2024-01-06
209,19,3,2024-02-28
789,30,8,2024-05-15
2577,22,0,2023-09-24
2640,20,5,2023-11-03
836,20,4,2024-06-03
2206,2,0,2023-10-12
2967,20,3,2024-05-07
4259,7,0,2023-10-13
2383,12,4,2023-09-29
2233,6,0,2023-11-30
2456,6,0,2024-01-15
4170,29,1,2024-03-24
736,29,3,2024-01-09
4468,21,9,2023-11-30
3335,11,0,2024-07-07
296,27,2,2024-05-17
3629,6,1,2023-12-15
286,23,1,2023-11-27
979,11,10,2023-09-19
990,20,0,2023-12-21
1680,15,1,2023-11-29
3668,25,2,2023-11-16
19,27,7,2023-09-06
4746,13,4,2024-03-10
243,28,5,2024-03-07
760,30,5,2024-03-23
4809,9,0,2024-01-16
2991,27,0,2024-04-01
4440,9,6,2024-02-29
4560,7,1,2024-02-15
4923,11,10,2024-03-04
2950,19,7,2024-01-06
4409,6,3,2023-10-04
505,23,2,2023-08-19
1077,29,0,2024-03-19
4908,27,4,2024-05-03
3069,13,3,2024-01-01
2063,20,0,2024-05-11
171,28,3,2024-06-12
1459,16,2,2024-01-09
160,1,0,2024-04-02
1846,12,7,2023-09-11
1127,1,9,2024-04-28
2121,12,10,2024-08-01
3144,19,0,2023-11-17
3845,7,5,2024-04-03
4923,9,8,2024-02-02
4608,12,9,2024-07-20
3467,7,0,2024-02-06
2938,19,8,2023-08-19
2201,19,5,2024-07-28
1989,24,3,2024-07-30
3880,29,5,2024-01-25
4080,28,0,2024-07-06
4598,17,0,2023-11-09
717,4,5,2023-10-06
1915,26,2,2024-01-03
2669,29,5,2023-11-24
1310,7,0,2024-07-27
2179,8,0,2024-05-19
668,21,9,2023-12-28
103,22,2,2024-02-16
806,5,3,2024-06-02
3975,25,4,2024-05-11
1966,8,5,2024-02-03
3976,25,7,2023-12-25
336,27,3,2024-02-25
562,7,5,2024-03-07
1411,6,5,2024-05-19
4158,5,0,2023-10-30
444,10,0,2023-08-10
2407,22,7,2023-09-14
1960,28,1,2024-06-21
4946,16,3,2023-11-20
4603,4,2,2023-10-10
2093,19,1,2023-08-11
913,26,5,2023-08-17
2384,5,5,2023-09-22
2792,20,4,2024-05-07
122,23,6,2024-02-10
1527,17,1,2024-05-28
1091,9,6,2024-07-23
4085,2,5,2023-09-28
4417,26,6,2024-01-09
1829,28,4,2023-11-08
784,8,3,2024-03-11
2260,7,0,2024-01-24
1837,29,9,2024-07-23
2797,24,5,2024-04-08
4702,6,1,2024-03-30
745,16,0,2023-12-28
2015,30,1,2024-05-21
944,8,2,2023-09-12
1338,25,0,2024-02-21
670,21,8,2024-06-16
1278,20,10,2024-04-18
3986,20,2,2023-09-16
3015,10,2,2023-08-29
667,3,2,2024-05-16
3701,1,4,2024-01-06
3417,6,0,2024-06-21
1122,4,7,2024-03-14
2195,1,2,2024-06-29
3093,14,0,2023-09-16
2768,22,7,2024-02-04
3186,5,7,2024-07-22
1048,4,5,2023-08-12
2009,29,5,2024-06-21
360,21,7,2023-08-09
860,8,0,2024-03-13
4963,13,3,2023-10-11
4752,11,0,2023-12-08
1087,27,3,2024-04-12
4315,10,3,2024-02-20
4797,30,4,2024-08-01
2917,9,5,2023-10-05
4784,9,5,2023-09-20
3598,5,1,2024-01-08
3820,27,0,2023-08-12
452,10,3,2023-08-14
2512,5,5,2023-11-20
3669,27,1,2024-01-16
1892,19,0,2023-12-08
16,9,7,2023-12-12
2668,4,8,2024-01-09
2467,9,1,2024-03-15
2975,16,1,2024-06-19
559,26,1,2023-11-09
2607,6,1,2024-07-29
4192,25,3,2024-01-11
3227,10,1,2023-10-27
141,29,3,2024-05-14
1879,29,0,2024-03-30
1952,3,2,2024-01-27
4572,10,0,2024-05-09
1947,20,0,2024-03-05
3579,23,4,2024-03-08
4090,11,0,2023-11-20
1793,20,0,2024-07-03
3973,16,8,2024-03-22
1086,24,6,2024-04-18
3616,24,0,2024-01-30
2966,9,7,2024-04-09
1338,9,0,2024-06-13
2600,25,10,2024-06-15
13,23,0,2024-07-10
4318,22,0,2023-11-22
803,6,1,2023-09-10
1126,6,0,2024-03-03
3730,30,0,2024-03-31
3642,10,9,2024-05-19
4909,16,1,2024-01-05
3912,2,9,2024-01-02
426,28,2,2023-11-06
1321,8,4,2024-06-15
4950,18,4,2023-11-30
4551,29,3,2024-05-12
3736,7,0,2024-05-25
3055,6,0,2024-06-22
6,17,1,2024-04-19
4338,7,10,2024-06-15
3769,12,1,2023-11-08
4474,29,6,2023-12-17
1469,14,9,2023-10-20
1304,3,3,2024-05-11
2304,26,10,2023-12-08
3028,29,0,2024-01-24
500,18,3,2024-01-19
4157,19,5,2023-11-12
4739,17,10,2024-03-13
765,17,0,2024-05-05
817,26,10,2023-09-30
2215,6,3,2024-02-25
4071,27,8,2023-10-28
4590,8,0,2024-01-03
17,14,0,2024-06-14
1643,22,9,2024-03-02
2615,11,0,2024-07-18
2529,7,0,2024-05-08
4619,22,2,2023-09-23
810,25,4,2024-01-09
1046,21,0,2023-12-31
414,27,9,2024-05-11
4630,22,9,2024-07-16
1518,10,0,2023-12-07
1606,27,4,2023-10-25
262,28,0,2024-06-14
664,22,5,2024-04-26
3765,8,0,2024-05-18
1579,8,0,2023-10-08
1863,1,4,2023-09-07
4080,25,10,2024-02-22
2505,9,3,2023-09-16
1959,27,4,2024-01-28
233,30,3,2024-06-20
1109,3,9,2024-02-27
1369,12,3,2024-07-11
4422,19,2,2023-10-03
4917,3,0,2024-02-01
2485,28,0,2024-02-02
4122,27,7,2023-12-13
1468,16,6,2023-08-28
2302,10,4,2024-04-27
2949,6,10,2024-03-14
3610,13,3,2024-03-28
632,12,0,2023-09-01
4428,7,0,2023-10-27
4633,15,3,2023-10-11
4721,12,0,2023-11-15
3324,12,7,2024-03-08
462,30,0,2023-09-24
4382,2,0,2024-06-18
2262,10,10,2023-12-14
1180,15,2,2023-10-15
485,4,4,2024-01-25
1036,8,0,2024-04-18
1128,11,7,2024-05-03
3014,3,0,2023-11-22
276,1,0,2024-01-09
3367,25,3,2024-05-20
3863,28,1,2023-08-22
4798,25,9,2024-02-08
3890,21,0,2024-06-22
2213,28,6,2024-04-07
747,24,5,2024-07-10
2208,26,9,2024-06-12
4120,3,8,2023-08-26
1859,28,0,2024-03-29
1445,4,0,2023-11-17
638,18,0,2023-08-22
3335,7,10,2024-07-07
3888,5,1,2023-09-14
928,3,0,2024-06-05
4271,30,0,2024-02-12
1685,25,5,2023-11-04
432,5,1,2024-02-25
1905,15,0,2024-05-26
304,13,6,2024-02-25
2416,18,5,2023-12-10
1429,22,1,2023-10-20
1249,19,0,2024-02-11
2305,28,8,2024-07-24
3223,11,10,2024-01-12
2283,16,1,2024-06-30
630,14,4,2023-11-23
2433,12,1,2024-07-26
4876,27,0,2024-03-15
3153,11,0,2023-09-02
2312,6,7,2024-01-01
1672,15,0,2024-06-15
2095,14,2,2024-06-05
3146,24,7,2024-06-18
1372,14,9,2023-09-27
3948,13,0,2024-01-26
2492,21,2,2024-06-24
98,9,6,2024-03-14
2748,6,5,2024-02-29
2411,24,5,2024-03-19
355,12,4,2024-07-14
3497,9,10,2024-01-23
1207,12,1,2024-06-03
3686,18,0,2024-03-26
2227,8,3,2024-04-04
3262,2,5,2023-08-17
1549,10,7,2024-07-03
4191,20,3,2024-07-16
1820,3,0,2024-03-27
381,4,1,2024-07-06
2812,8,8,2024-01-30
4638,20,1,2024-05-17
754,4,6,2024-04-03
2605,9,7,2024-02-17
2090,1,0,2023-08-17
188,22,5,2024-06-24
1751,27,4,2024-03-24
499,23,3,2023-12-26
4490,1,3,2024-04-02
4193,8,1,2024-06-07
3025,29,1,2023-08-21
4118,21,9,2023-12-08
1839,14,0,2024-02-21
2154,21,3,2023-11-22
3057,25,4,2024-07-10
4706,19,6,2024-06-06
3958,9,0,2024-03-27
2396,30,0,2023-10-28
4759,21,10,2024-06-05
2485,7,2,2023-08-26
1373,26,3,2023-11-11
3307,17,0,2023-08-29
4053,29,5,2023-09-01
2686,2,6,2024-03-04
3712,17,8,2023-10-07
3532,30,6,2024-05-28
1486,25,1,2024-03-01
465,25,3,2024-02-12
2733,17,0,2024-07-10
3311,15,3,2024-07-21
4878,9,1,2023-10-14
881,28,10,2024-06-04
4936,29,0,2023-09-21
1301,26,0,2024-04-02
3952,3,4,2023-09-21
4610,20,4,2024-01-20
3803,11,0,2023-09-26
3598,29,0,2023-10-19
70,24,0,2024-02-08
3016,28,4,2023-09-08
3160,7,1,2024-06-02
4584,28,3,2023-09-18
3707,2,1,2024-01-24
1484,2,3,2023-11-17
2013,13,0,2023-12-04
165,3,1,2024-01-08
3338,9,6,2023-11-29
888,20,10,2023-12-08
1292,23,3,2024-01-04
2368,3,4,2023-08-11
1732,14,3,2023-09-22
4347,1,2,2024-07-28
1820,5,5,2023-12-01
4296,29,4,2024-02-15
327,3,10,2024-08-04
3737,3,7,2024-03-26
278,25,0,2024-02-25
3970,1,4,2023-10-07
831,17,0,2023-11-07
3760,19,0,2024-03-18
3812,16,6,2024-05-05
1918,16,0,2024-02-17
865,14,6,2023-12-11
1174,15,1,2024-07-16
1388,16,1,2023-11-01
388,3,0,2023-12-12
3275,21,4,2023-12-03
3626,16,1,2023-08-17
14,20,5,2024-02-25
451,3,3,2024-05-12
1084,12,4,2023-12-08
3263,13,5,2024-01-18
585,18,0,2023-08-06
769,1,3,2024-01-02
2775,26,0,2023-11-06
3718,2,0,2023-11-11
511,27,0,2024-04-18
51,30,0,2023-09-21
1151,5,5,2024-07-16
1387,23,2,2023-12-23
1788,28,10,2023-09-20
343,11,0,2023-08-26
293,4,9,2024-04-18
628,25,9,2023-09-24
4474,30,0,2024-04-01
3104,19,0,2023-10-11
2201,24,4,2023-08-17
43,26,2,2024-07-29
3795,14,4,2023-11-12
3907,27,0,2024-06-30
901,10,4,2024-07-29
651,3,6,2023-10-09
3487,8,7,2024-02-12
4577,5,5,2024-06-17
2973,4,3,2024-06-06
2108,25,0,2023-08-31
4834,30,1,2023-09-14
3164,4,2,2023-08-25
1195,4,0,2023-12-12
3971,1,8,2023-09-08
1278,27,1,2024-05-31
2470,26,7,2024-07-30
3199,11,1,2024-07-04
1287,23,0,2023-12-08
1284,29,5,2024-07-05
4246,22,10,2023-10-03
1163,30,1,2024-03-08
2158,21,3,2024-03-10
2715,23,2,2024-06-29
2829,20,7,2024-02-13
2693,1,10,2023-11-05
1398,10,0,2024-07-29
2064,21,6,2024-08-03
3432,7,0,2024-04-11
3071,6,0,2023-09-15
3793,21,1,2023-10-20
4123,15,3,2024-03-06
1024,28,5,2024-03-19
1592,5,0,2023-12-19
137,13,0,2023-10-18
1691,20,6,2024-07-22
1068,1,0,2023-08-18
4293,14,2,2023-12-08
3787,9,1,2023-12-15
1370,6,3,2023-12-01
4008,18,0,2023-12-20
1600,20,0,2023-12-29
2452,20,2,2024-03-30
257,23,4,2023-08-27
3168,14,2,2023-12-11
3680,25,7,2023-09-28
1431,19,1,2024-02-04
1284,26,5,2024-06-09
3557,21,1,2023-09-07
4997,20,0,2024-06-12
341,9,6,2024-03-28
4037,4,10,2024-02-21
2440,27,10,2024-04-16
2685,28,0,2024-02-14
2628,21,3,2023-10-27
2169,24,1,2024-05-14
3335,12,2,2024-01-25
967,8,5,2023-09-12
3689,4,1,2023-08-19
2087,6,2,2023-08-31
4768,7,4,2024-06-23
1430,17,9,2024-06-23
3804,25,0,2023-10-31
1422,26,2,2024-07-31
3094,14,10,2024-03-06
2106,25,5,2024-07-09
2372,5,3,2024-02-13
2500,25,4,2023-12-23
2373,14,5,2023-11-01
2808,21,0,2024-01-12
481,7,8,2023-11-17
247,24,0,2024-07-14
821,28,1,2023-10-18
3152,14,1,2024-05-05
4616,10,1,2024-01-21
1649,18,10,2024-07-30
1411,7,0,2024-07-07
2039,10,6,2023-09-19
2728,24,0,2024-02-06
2860,13,2,2023-12-07
1327,5,6,2024-07-02
4292,20,10,2024-04-07
3403,27,1,2023-08-11
3968,22,1,2023-10-18
4955,29,4,2023-12-13
44,26,10,2023-12-22
4483,1,0,2024-06-27
1907,26,4,2023-10-12
3250,3,6,2024-02-12
639,29,1,2023-12-26
3744,16,10,2023-09-11
814,30,1,2024-01-15
731,4,9,2024-02-29
2918,24,6,2023-11-14
885,21,1,2024-03-22
1260,7,0,2024-01-24
1994,20,0,2024-07-28
4496,3,0,2024-05-23
4468,15,8,2024-07-08
3318,11,0,2024-02-14
526,13,0,2024-05-26
4917,15,8,2023-08-28
2985,1,1,2024-03-29
3598,27,5,2023-08-11
1124,4,8,2023-11-26
3037,3,0,2024-06-17
4945,18,7,2024-04-02
509,1,4,2023-10-28
2170,10,0,2024-07-04
291,5,2,2023-09-15
1846,5,5,2024-05-23
3073,11,2,2024-01-17
2369,5,2,2023-11-20
3384,21,0,2024-04-29
70,27,4,2024-06-20
1419,13,8,2023-11-07
1352,28,2,2024-01-08
3648,14,5,2024-02-18
823,3,1,2024-02-01
649,24,0,2023-09-09
2783,8,8,2023-10-17
4121,28,7,2023-09-04
3898,3,0,2024-02-04
2181,28,10,2024-01-31
1524,14,5,2023-08-25
2391,5,4,2024-07-11
252,26,1,2024-02-13
2108,24,2,2024-06-27
918,10,9,2024-07-17
4147,24,0,2024-07-31
4148,28,5,2024-04-14
3384,16,1,2023-09-12
1101,23,3,2024-07-24
4875,27,1,2023-09-06
2545,28,0,2024-07-21
4361,10,4,2024-07-16
2127,8,3,2024-05-03
4784,10,3,2024-01-31
2753,5,6,2024-01-04
4829,16,6,2023-11-29
1327,21,1,2024-04-11
4974,15,9,2024-02-10
4554,19,3,2023-12-26
1534,30,6,2024-03-02
2785,12,5,2023-08-16
217,24,4,2024-04-22
2291,5,0,2024-01-08
78,4,1,2024-06-19
4846,20,2,2023-09-26
898,25,7,2024-01-03
3877,15,3,2024-01-24
2292,12,0,2024-04-08
257,24,1,2024-04-12
4477,13,2,2023-12-21
1050,24,2,2024-01-27
1448,28,6,2024-01-21
1941,19,1,2023-12-15
1977,30,9,2024-02-24
69,2,5,2023-12-27
1048,21,1,2024-08-04
2878,7,4,2024-05-24
1502,28,4,2024-07-27
3280,23,0,2024-02-06
3994,22,5,2023-11-25
865,6,7,2023-08-09
1296,10,1,2023-09-18
4010,26,0,2024-03-06
1810,4,5,2024-07-06
959,3,2,2024-01-12
999,16,0,2023-09-08
1690,12,3,2023-10-30
3370,5,8,2024-02-03
4614,21,0,2024-02-20
2760,3,1,2023-09-22
4745,10,1,2024-05-30
4532,16,8,2024-06-18
3897,3,2,2023-08-27
561,8,1,2024-07-10
4986,7,1,2023-08-13
4207,22,4,2023-09-04
463,30,1,2024-01-29
2283,18,8,2023-10-03
1427,11,2,2024-03-25
3965,7,4,2024-02-24
2299,7,5,2024-02-23
1656,28,0,2024-04-24
676,25,0,2024-01-02
4911,20,0,2023-11-28
4501,14,4,2024-08-04
3897,18,1,2024-01-01
3868,16,1,2024-07-28
2577,8,2,2024-06-05
3603,26,0,2024-07-15
4833,15,8,2024-04-07
2898,2,7,2023-08-19
3077,20,4,2023-10-21
1053,24,3,2023-11-17
3243,17,1,2024-04-28
2256,10,0,2023-09-04
2340,27,4,2024-01-20
1684,4,6,2024-03-20
687,3,1,2024-06-26
4440,11,1,2024-03-10
234,6,2,2023-12-14
1026,4,3,2023-12-26
3221,23,5,2024-07-15
81,23,0,2024-06-15
3350,8,0,2024-01-15
3026,24,0,2024-06-13
2666,28,0,2023-09-11
4872,22,0,2024-01-30
2901,13,0,2024-03-08
507,27,2,2023-09-13
1970,26,4,2023-11-29
3587,3,4,2024-06-02
2384,17,1,2024-02-09
2633,9,1,2024-07-31
1629,1,0,2023-08-21
2395,26,1,2023-08-30
3693,24,3,2023-11-23
2384,4,4,2023-08-29
2405,29,2,2023-11-26
2838,28,0,2024-04-13
1721,4,2,2024-02-27
1644,25,0,2023-11-05
3006,8,8,2023-12-16
1985,23,2,2024-04-17
326,11,2,2023-12-10
2894,15,5,2024-03-08
3111,13,8,2024-05-27
3713,2,0,2024-06-03
2758,1,2,2024-02-15
3128,14,2,2023-08-09
3167,19,4,2023-09-24
2926,1,3,2024-04-10
2958,23,0,2024-03-03
671,2,2,2024-01-05
3357,12,1,2024-07-28
1714,5,2,2023-09-22
2087,16,0,2024-01-11
879,21,5,2024-04-08
526,6,5,2023-12-04
115,22,5,2024-01-25
2130,7,3,2024-01-13
4264,10,3,2023-09-30
1724,11,4,2024-06-17
3177,2,0,2024-05-26
551,18,4,2024-07-24
1273,1,8,2024-04-08
4000,4,2,2023-12-02
1776,17,8,2024-03-12
998,19,0,2024-04-19
4766,21,4,2024-06-01
3906,3,3,2024-06-18
4145,19,4,2023-11-29
1806,18,7,2024-04-22
867,20,3,2024-07-07
4948,5,0,2023-12-27
2724,1,0,2024-02-11
4299,3,2,2023-11-25
2966,15,2,2024-06-08
66,4,3,2024-02-16
4260,14,5,2024-02-21
2617,24,0,2024-02-19
3371,5,1,2024-04-19
709,11,0,2024-01-27
4247,20,0,2024-04-02
4181,4,9,2024-01-13
3308,28,2,2024-04-08
659,16,9,2024-04-12
1646,3,0,2023-09-12
3776,29,1,2024-03-27
2016,4,0,2023-09-24
1128,23,10,2024-05-13
4006,22,9,2024-07-26
1494,26,6,2024-02-02
2808,20,0,2024-07-22
4030,14,4,2023-09-06
513,3,8,2024-03-15
1045,11,2,2023-08-26
3473,21,6,2023-11-19
904,13,0,2024-03-09
899,15,0,2024-03-01
784,25,1,2024-07-07
4382,23,0,2024-07-05
1411,18,0,2023-09-06
1600,10,0,2023-11-07
2735,1,0,2024-01-17
2321,13,0,2024-01-30
3879,10,10,2024-06-09
3407,28,4,2023-09-21
4138,15,1,2024-08-01
2471,21,5,2024-03-19
3506,23,1,2023-10-25
2073,18,0,2023-12-15
4222,28,8,2024-07-22
4002,7,4,2023-12-01
4569,22,0,2024-05-09
1042,29,1,2024-06-14
2671,17,3,2024-02-17
4011,16,0,2023-11-12
328,29,6,2024-03-26
476,7,6,2023-11-05
2789,3,0,2023-11-12
3107,12,0,2023-08-27
3407,11,5,2024-07-26
4610,30,2,2024-07-31
1796,18,3,2024-07-22
2184,10,3,2024-04-12
4031,3,0,2024-03-27
711,6,1,2023-12-10
1953,21,6,2024-01-10
2040,9,8,2023-08-28
715,1,2,2024-03-15
3758,27,8,2024-03-09
3650,14,7,2023-10-01
3004,14,6,2023-11-18
350,29,2,2024-07-21
4087,21,0,2023-08-23
1936,29,4,2024-05-06
1754,13,2,2024-02-13
3990,15,0,2023-11-07
778,2,8,2024-03-19
4577,9,0,2024-05-03
3844,29,0,2024-06-23
918,17,0,2023-12-10
451,29,0,2023-10-12
2256,2,4,2023-09-19
2012,11,5,2024-05-01
4188,6,3,2024-06-08
929,30,8,2024-08-01
1623,22,5,2024-04-23
1108,27,10,2024-02-05
435,7,0,2024-03-09
89,14,2,2023-12-06
2306,29,2,2023-11-17
2947,4,7,2023-10-19
4109,30,0,2023-10-15
4168,26,3,2024-02-10
3826,17,3,2023-08-24
2495,12,7,2024-01-04
4028,20,5,2024-06-05
2913,15,5,2024-07-04
3909,3,0,2023-10-06
4906,3,2,2024-04-15
4929,27,1,2023-10-19
550,21,8,2024-05-07
444,30,1,2023-12-23
1450,26,0,2024-05-20
4679,26,1,2024-01-24
170,18,8,2024-04-27
1673,5,6,2024-01-02
4234,13,2,2023-12-31
3487,18,10,2024-03-19
4968,19,3,2023-10-19
1197,1,0,2024-05-04
1535,13,9,2024-05-20
2712,2,4,2023-10-11
408,29,1,2024-05-09
1146,9,0,2024-04-25
2233,25,0,2023-08-21
3629,14,1,2024-06-28
780,26,0,2024-05-17
2764,6,7,2024-07-15
2313,20,1,2024-02-16
3582,2,0,2024-02-24
4668,14,8,2024-01-27
579,1,3,2024-06-11
4647,6,5,2023-09-04
4839,16,0,2023-11-29
2600,7,3,2024-07-18
3475,18,2,2024-06-17
573,5,5,2023-08-20
4652,15,2,2024-06-15
3087,5,0,2023-10-23
1607,11,1,2024-08-04
2629,13,5,2024-06-16
2300,24,0,2024-01-28
988,12,5,2024-07-24
4196,21,0,2023-11-03
2492,18,7,2023-10-18
4722,28,4,2023-12-09
2972,8,10,2024-01-14
544,6,8,2024-07-11
414,2,3,2024-02-06
2718,19,9,2024-04-05
2555,2,10,2024-02-18
242,28,0,2024-07-25
